title,abbr,key,category,parent,parent_key,description,url,jurisdiction,jurisdiction_code,source,source_url,address,contact,email,tags,created_at,updated_at
Airdrie Public Library,airdrie-public-library,ab/airdrie-public-library,Public Library ,,,,,Alberta,ocd-division/country:ca/province:ab,Alberta Directory of Public Bodies,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm,"111 304 Main Street S. Airdrie, AB T4B 3C3 ",Chris Kubisch ,chris.kubisch@airdriepubliclibrary.ca,,7/5/13,7/8/13
Alberta Advisory Committee on HIV and STI,alberta-advisory-committee-on-hiv-and-sti,ab/alberta-advisory-committee-on-hiv-and-sti,Government - Other ,,,,,Alberta,ocd-division/country:ca/province:ab,Alberta Directory of Public Bodies,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm,"19th Floor, Telus Plaza North Tower 10025 Jasper Avenue Edmonton, AB T5J 2N3 ",Sandra Boylan ,Sandra.Boylan@gov.ab.ca,,7/5/13,7/8/13
Alberta Agricultural Products Marketing Council,alberta-agricultural-products-marketing-council,ab/alberta-agricultural-products-marketing-council,Government - Other ,,,,,Alberta,ocd-division/country:ca/province:ab,Alberta Directory of Public Bodies,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm,"204, J.G. O'Donoghue Building 7000 - 113 Street Edmonton, AB T6H 5T6 ",Audrey Albrecht-Lee ,audrey.albrecht-lee@gov.ab.ca,,7/5/13,7/8/13
Alberta Aids to Daily Living and Extended Health Benefits Appeal Panels,alberta-aids-to-daily-living-and-extended-health-benefits-appeal-panels,ab/alberta-aids-to-daily-living-and-extended-health-benefits-appeal-panels,Government - Other ,,,,,Alberta,ocd-division/country:ca/province:ab,Alberta Directory of Public Bodies,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm,"19th Floor 10025 Jasper Avenue Edmonton, AB T5J 2N3 ",Sandra Boylan ,sandra.boylan@gov.ab.ca,,7/5/13,7/8/13
Alberta Apprenticeship and Industry Training Board,alberta-apprenticeship-and-industry-training-board,ab/alberta-apprenticeship-and-industry-training-board,Government - Other ,,,,,Alberta,ocd-division/country:ca/province:ab,Alberta Directory of Public Bodies,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm,"12th Floor, Centre West Building 10035 - 108 Street Edmonton, AB T5J 3E1 ",Barb Joyner ,barb.joyner@gov.ab.ca,,7/5/13,7/8/13
Alberta Association of Municipal Districts and Counties,alberta-association-of-municipal-districts-and-counties,ab/alberta-association-of-municipal-districts-and-counties,Municipality ,,,,,Alberta,ocd-division/country:ca/province:ab,Alberta Directory of Public Bodies,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm,"2510 Sparrow Drive Nisku, AB T9E 8N5 ",Janet Tomalty ,janet@aamdc.com,,7/5/13,7/8/13
Alberta Beach,alberta-beach,ab/alberta-beach,Municipality ,,,,,Alberta,ocd-division/country:ca/province:ab,Alberta Directory of Public Bodies,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm,"PO Box 278 Alberta Beach, AB T0E 0A0 ",Kathy Skwarchuk ,aboffice@albertabeach.com,,7/5/13,7/8/13
Alberta Beach Municipal Library,alberta-beach-municipal-library,ab/alberta-beach-municipal-library,Public Library ,,,,,Alberta,ocd-division/country:ca/province:ab,Alberta Directory of Public Bodies,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm,"PO Box 186 Alberta Beach, AB T0E 0A0 ",Cathy Brennan ,ablibrary@yrl.ab.ca,,7/5/13,7/8/13
Alberta Capital Finance Authority,alberta-capital-finance-authority,ab/alberta-capital-finance-authority,Government - Other ,,,,,Alberta,ocd-division/country:ca/province:ab,Alberta Directory of Public Bodies,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm,"5th Floor, Terrace Building 9515 - 107 Street Edmonton, AB T5K 2C3 ",Roger Mariner ,foip.fintprccs@gov.ab.ca,,7/5/13,7/8/13
Alberta Capital Region Wastewater Commission,alberta-capital-region-wastewater-commission,ab/alberta-capital-region-wastewater-commission,Municipality ,,,,,Alberta,ocd-division/country:ca/province:ab,Alberta Directory of Public Bodies,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm,"23262 Township Road 540 Fort Saskatchewan, AB T8L 4A2 ",Micheal Darbyshire ,mdarbyshire@acrwc.ab.ca,,7/5/13,7/8/13
Alberta College of Art and Design,alberta-college-of-art-and-design,ab/alberta-college-of-art-and-design,Post-Secondary Institution ,,,,,Alberta,ocd-division/country:ca/province:ab,Alberta Directory of Public Bodies,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm,"1407 - 14 Avenue NW Calgary, AB T2N 4R3 ",Susan Veenhoven ,susan.veenhoven@acad.ca,,7/5/13,7/8/13
Alberta Council on Admissions and Transfer,alberta-council-on-admissions-and-transfer,ab/alberta-council-on-admissions-and-transfer,Government - Other ,,,,,Alberta,ocd-division/country:ca/province:ab,Alberta Directory of Public Bodies,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm,"12th Floor, Centre West Building 10035 - 108 Street Edmonton, AB T5J 3E1 ",Barb Joyner ,barb.joyner@gov.ab.ca,,7/5/13,7/8/13
Alberta Economic Development Authority,alberta-economic-development-authority,ab/alberta-economic-development-authority,Government - Other ,,,,,Alberta,ocd-division/country:ca/province:ab,Alberta Directory of Public Bodies,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm,"12th Floor, Centre West Building 10035 - 108 Street Edmonton, AB T5J 3E1 ",Barb Joyner ,barb.joyner@gov.ab.ca,,7/5/13,7/8/13
Alberta Emergency Management Agency,alberta-emergency-management-agency,ab/alberta-emergency-management-agency,Government - Other ,,,,,Alberta,ocd-division/country:ca/province:ab,Alberta Directory of Public Bodies,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm,"14th Floor, Commerce Place 10155 - 102 Street Edmonton, AB T5J 4L4 ",Heather Gilmet ,heather.gilmet@gov.ab.ca,,7/5/13,7/8/13
Alberta Enterprise Corporation,alberta-enterprise-corporation,ab/alberta-enterprise-corporation,Government - Other ,,,,,Alberta,ocd-division/country:ca/province:ab,Alberta Directory of Public Bodies,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm,"12th Floor, Centre West Building 10035 - 108 Street Edmonton, AB T5J 3E1 ",Barb Joyner ,barb.joyner@gov.ab.ca,,7/5/13,7/8/13
Alberta Expert Review Panel for Blood Borne Infections in Health Care Workers,alberta-expert-review-panel-for-blood-borne-infections-in-health-care-workers,ab/alberta-expert-review-panel-for-blood-borne-infections-in-health-care-workers,Government - Other ,,,,,Alberta,ocd-division/country:ca/province:ab,Alberta Directory of Public Bodies,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm,"19th Floor, Telus Plaza North Tower 10025 Jasper Avenue Edmonton, AB T5J 2N3 ",Sandra Boylan ,Sandra.Boylan@gov.ab.ca,,7/5/13,7/8/13
Alberta Film Advisory Council,alberta-film-advisory-council,ab/alberta-film-advisory-council,Government - Other ,,,,,Alberta,ocd-division/country:ca/province:ab,Alberta Directory of Public Bodies,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm,"5th Floor, Terrace Building 9515 - 107 Street Edmonton, AB T5K 2C3 ",Roger Mariner ,foip.fintprccs@gov.ab.ca,,7/5/13,7/8/13
Alberta Foundation for the Arts,alberta-foundation-for-the-arts,ab/alberta-foundation-for-the-arts,Government - Other ,,,,,Alberta,ocd-division/country:ca/province:ab,Alberta Directory of Public Bodies,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm,"5th Floor Terrace Building 9515 - 107 Street Edmonton, AB T5K 2C3 ",Roger Mariner ,foip.fintprccs@gov.ab.ca,,7/5/13,7/8/13
Alberta Funeral Services Regulatory Board,alberta-funeral-services-regulatory-board,ab/alberta-funeral-services-regulatory-board,Government - Other ,,,,,Alberta,ocd-division/country:ca/province:ab,Alberta Directory of Public Bodies,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm,"3rd Floor, Commerce Place 10155 - 102 Street Edmonton, AB T5J 4L4 ",Joanne Gardiner ,joanne.gardiner@gov.ab.ca,,7/5/13,7/8/13
Alberta Gaming and Liquor Commission,alberta-gaming-and-liquor-commission,ab/alberta-gaming-and-liquor-commission,Government - Other ,,,,,Alberta,ocd-division/country:ca/province:ab,Alberta Directory of Public Bodies,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm,"50 Corriveau Avenue St. Alberta, AB T8N 3T5 ",Michele Gets ,michele.gets@aglc.ca,,7/5/13,7/8/13
Alberta Grains Council,alberta-grains-council,ab/alberta-grains-council,Government - Other ,,,,,Alberta,ocd-division/country:ca/province:ab,Alberta Directory of Public Bodies,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm,"204, J.G. O'Donoghue Building 7000 - 113 Street Edmonton, AB T6H 5T6 ",Audrey Albrecht-Lee ,audrey.albrecht-lee@gov.ab.ca,,7/5/13,7/8/13
Alberta Health Facilities Review Committee,alberta-health-facilities-review-committee,ab/alberta-health-facilities-review-committee,Government - Other ,,,,,Alberta,ocd-division/country:ca/province:ab,Alberta Directory of Public Bodies,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm,"19th Floor, Telus Plaza North Tower 10025 Jasper Avenue Edmonton, AB T5J 2N3 ",Sandra Boylan ,Sandra.Boylan@gov.ab.ca,,7/5/13,7/8/13
Alberta Health Services,alberta-health-services,ab/alberta-health-services,Health Care Body ,,,,,Alberta,ocd-division/country:ca/province:ab,Alberta Directory of Public Bodies,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm,"10301 Southport Lane SW Calgary, AB T2W 1S7 ",Mike Tolfree ,mike.tolfree@albertahealthservices.ca,,7/5/13,7/8/13
Alberta Historical Resources Foundation,alberta-historical-resources-foundation,ab/alberta-historical-resources-foundation,Government - Other ,,,,,Alberta,ocd-division/country:ca/province:ab,Alberta Directory of Public Bodies,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm,"5th Floor Terrace Building 9515 - 107 Street Edmonton, AB T5K 2C3 ",Roger Mariner ,foip.fintprccs@gov.ab.ca,,7/5/13,7/8/13
Alberta Human Rights and Citizenship Commission,alberta-human-rights-and-citizenship-commission,ab/alberta-human-rights-and-citizenship-commission,Government - Other ,,,,,Alberta,ocd-division/country:ca/province:ab,Alberta Directory of Public Bodies,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm,"9th Floor, John E. Brownlee Building 10365 - 97 Steet Edmonton, AB T5J 3W7 ",Richard Marks ,richard.marks@gov.ab.ca,,7/5/13,7/8/13
Alberta Innovates - Bio Solutions,alberta-innovates-bio-solutions,ab/alberta-innovates-bio-solutions,Government - Other ,,,,,Alberta,ocd-division/country:ca/province:ab,Alberta Directory of Public Bodies,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm,"12th Floor, Centre West Building 10035 - 108 Street Edmonton, AB T5J 3E1 ",Barb Joyner ,barb.joyner@gov.ab.ca,,7/5/13,7/8/13
Alberta Innovates - Energy and Environment Solutions,alberta-innovates-energy-and-environment-solutions,ab/alberta-innovates-energy-and-environment-solutions,Government - Other ,,,,,Alberta,ocd-division/country:ca/province:ab,Alberta Directory of Public Bodies,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm,"12th Floor, Centre West Building 10035 - 108 Street Edmonton, AB T5J 3E1 ",Barb Joyner ,barb.joyner@gov.ab.ca,,7/5/13,7/8/13
Alberta Innovates - Health Solutions,alberta-innovates-health-solutions,ab/alberta-innovates-health-solutions,Government - Other ,,,,,Alberta,ocd-division/country:ca/province:ab,Alberta Directory of Public Bodies,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm,"12th Floor, Centre West Building 10035 - 108 Street Edmonton, AB T5J 3E1 ",Barb Joyner ,barb.joyner@gov.ab.ca,,7/5/13,7/8/13
Alberta Innovates - Technology Futures,alberta-innovates-technology-futures,ab/alberta-innovates-technology-futures,Government - Other ,,,,,Alberta,ocd-division/country:ca/province:ab,Alberta Directory of Public Bodies,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm,"250 Karl Clark Road Edmonton, AB T6N 1E4 ",Jeannie Brochu ,jeannie.brochu@albertainnovates.ca,,7/5/13,7/8/13
Alberta Insurance Council,alberta-insurance-council,ab/alberta-insurance-council,Government - Other ,,,,,Alberta,ocd-division/country:ca/province:ab,Alberta Directory of Public Bodies,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm,"Suite 500 222 - 58 Avenue Calgary, AB T2H 2S3 ",Tom Hampton ,thampton@abcouncil.ab.ca,,7/5/13,7/8/13
Alberta Investment Management Corporation,alberta-investment-management-corporation,ab/alberta-investment-management-corporation,Government - Other ,,,,,Alberta,ocd-division/country:ca/province:ab,Alberta Directory of Public Bodies,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm,"5th Floor Terrace Building 9515 - 107 Street Edmonton, AB T5K 2C3 ",Roger Mariner ,foip.fintprccs@gov.ab.ca,,7/5/13,7/8/13
Alberta Irrigation Projects Association,alberta-irrigation-projects-association,ab/alberta-irrigation-projects-association,Irrigation District ,,,,,Alberta,ocd-division/country:ca/province:ab,Alberta Directory of Public Bodies,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm,"Suite 909, Lethbridge Centre Tower 400 - 4 Avenue S Lethbridge, AB T1J 4E1 ",Vicky Kress ,vicky.kress@aipa.org,,7/5/13,7/8/13
Alberta Livestock and Meat Agency Ltd.,alberta-livestock-and-meat-agency-ltd,ab/alberta-livestock-and-meat-agency-ltd,Government - Other ,,,,,Alberta,ocd-division/country:ca/province:ab,Alberta Directory of Public Bodies,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm,"204, J.G. O-Donoghue Building 7000 - 113 Street Edmonton, AB T6H 5T6 ",Audrey Albrecht-Lee ,audrey.albrecht-lee@gov.ab.ca,,7/5/13,7/8/13
Alberta Local Authorities Pension Plan Corp.,alberta-local-authorities-pension-plan-corp,ab/alberta-local-authorities-pension-plan-corp,Government - Other ,,,,,Alberta,ocd-division/country:ca/province:ab,Alberta Directory of Public Bodies,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm,"5th Floor, Terrace Building 9515 107 Street Edmonton, AB T5K 2C3 ",Roger Mariner ,foip.fintprccs@gov.ab.ca,,7/5/13,7/8/13
Alberta Motor Vehicle Industry Council,alberta-motor-vehicle-industry-council,ab/alberta-motor-vehicle-industry-council,Government - Other ,,,,,Alberta,ocd-division/country:ca/province:ab,Alberta Directory of Public Bodies,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm,"3rd Floor, Commerce Place 10155 - 102 Street Edmonton, AB T5J 4L4 ",Joanne Gardiner ,joanne.gardiner@gov.ab.ca,,7/5/13,7/8/13
Alberta Order of Excellence Council,alberta-order-of-excellence-council,ab/alberta-order-of-excellence-council,Government - Other ,,,,,Alberta,ocd-division/country:ca/province:ab,Alberta Directory of Public Bodies,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm,"6th Floor, Park Plaza 10611 - 98 Ave Edmonton, AB T5K 2P7 ",Karen Lindgren ,karen.lindgren@gov.ab.ca,,7/5/13,7/8/13
Alberta Pensions Services Corporation,alberta-pensions-services-corporation,ab/alberta-pensions-services-corporation,Government - Other ,,,,,Alberta,ocd-division/country:ca/province:ab,Alberta Directory of Public Bodies,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm,"5103 Windermere Blvd. SW Edmonton, AB T6W 0S9 ",Myrna Kampjes ,myrna.kampjes@apsc.ca,,7/5/13,7/8/13
Alberta Petroleum Marketing Commission,alberta-petroleum-marketing-commission,ab/alberta-petroleum-marketing-commission,Government - Other ,,,,,Alberta,ocd-division/country:ca/province:ab,Alberta Directory of Public Bodies,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm,"14th Floor, North Petroleum Plaza 9945 - 108 Street Edmonton, AB T5K 2G6 ",Sharon Jackson ,sharon.g.jackson@gov.ab.ca,,7/5/13,7/8/13
Alberta Post-secondary Application System Society,alberta-post-secondary-application-system-society,ab/alberta-post-secondary-application-system-society,Government - Other ,,,,,Alberta,ocd-division/country:ca/province:ab,Alberta Directory of Public Bodies,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm,"12th Floor, Centre West Building 10035 - 108 Street Edmonton, AB T5J 3E1 ",Barb Joyner ,barb.joyner@gov.ab.ca,,7/5/13,7/8/13
Alberta Research and Innovation Authority,alberta-research-and-innovation-authority,ab/alberta-research-and-innovation-authority,Government - Other ,,,,,Alberta,ocd-division/country:ca/province:ab,Alberta Directory of Public Bodies,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm,"12th Floor, Centre West Building 10035 - 108 Street Edmonton, AB T5J 3E1 ",Barb Joyner ,barb.joyner@gov.ab.ca,,7/5/13,7/8/13
Alberta Research and Innovation Committee,alberta-research-and-innovation-committee,ab/alberta-research-and-innovation-committee,Government - Other ,,,,,Alberta,ocd-division/country:ca/province:ab,Alberta Directory of Public Bodies,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm,"12th Floor, Centre West Building 10035 - 108 Street Edmonton, AB T5J 3E1 ",Barb Joyner ,barb.joyner@gov.ab.ca,,7/5/13,7/8/13
Alberta Review Board,alberta-review-board,ab/alberta-review-board,Government - Other ,,,,,Alberta,ocd-division/country:ca/province:ab,Alberta Directory of Public Bodies,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm,"9th Floor, John E. Brownlee Building 10365 - 97 st Edmonton, AB T5J 3W7 ",Richard Marks ,richard.marks@gov.ab.ca,,7/5/13,7/8/13
Alberta Securities Commission,alberta-securities-commission,ab/alberta-securities-commission,Government - Other ,,,,,Alberta,ocd-division/country:ca/province:ab,Alberta Directory of Public Bodies,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm,"4th Floor, 300 - 5 Avenue SW Calgary, AB T2P 3C4 ",Colin McDonald ,Colin.McDonald@seccom.ab.ca,,7/5/13,7/8/13
Alberta Securities Commission Policy Advisory Committee,alberta-securities-commission-policy-advisory-committee,ab/alberta-securities-commission-policy-advisory-committee,Government - Other ,,,,,Alberta,ocd-division/country:ca/province:ab,Alberta Directory of Public Bodies,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm,"4th Floor, 300 - 5 Avenue SW Calgary, AB T2P 3C4 ",Colin McDonald ,Colin.McDonald@seccom.ab.ca,,7/5/13,7/8/13
Alberta Senior Citizens' Housing Association,alberta-senior-citizens-housing-association,ab/alberta-senior-citizens-housing-association,Housing Management Body ,,,,,Alberta,ocd-division/country:ca/province:ab,Alberta Directory of Public Bodies,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm,"9711 - 47 Avenue Edmonton, AB T6E 5M7 ",Belinda Edington ,belinda@ascha.com,,7/5/13,7/8/13
Alberta Social Housing Corporation,alberta-social-housing-corporation,ab/alberta-social-housing-corporation,Government - Other ,,,,,Alberta,ocd-division/country:ca/province:ab,Alberta Directory of Public Bodies,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm,"14th Floor Commerce Place 10155 - 102 Street Edmonton, AB T5J 4L4 ",Heather Gilmet ,heather.gilmet@gov.ab.ca,,7/5/13,7/8/13
"Alberta Sport, Recreation, Parks and Wildlife Foundation",alberta-sport-recreation-parks-and-wildlife-foundation,ab/alberta-sport-recreation-parks-and-wildlife-foundation,Government - Other ,,,,,Alberta,ocd-division/country:ca/province:ab,Alberta Directory of Public Bodies,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm,"5th Floor Terrace Building 9515 - 107 Street Edmonton, AB T5K 2C3 ",Roger Mariner ,foip.fintprccs@gov.ab.ca,,7/5/13,7/8/13
Alberta Teachers' Retirement Fund Board,alberta-teachers-retirement-fund-board,ab/alberta-teachers-retirement-fund-board,Government - Other ,,,,,Alberta,ocd-division/country:ca/province:ab,Alberta Directory of Public Bodies,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm,"600, 11010 - 142 Street NW Edmonton, AB T5N 2R1 ",Margot Hrynyk ,mhrynyk@atrf.com,,7/5/13,7/8/13
Alberta Transportation Safety Board,alberta-transportation-safety-board,ab/alberta-transportation-safety-board,Government - Other ,,,,,Alberta,ocd-division/country:ca/province:ab,Alberta Directory of Public Bodies,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm,"3rd Floor, Twin Atria Building 4999 - 98 Avenue Edmonton, AB T6B 2X3 ",Mark Minenko ,mark.minenko@gov.ab.ca,,7/5/13,7/8/13
Alberta Treasury Branches,alberta-treasury-branches,ab/alberta-treasury-branches,Government - Other ,,,,,Alberta,ocd-division/country:ca/province:ab,Alberta Directory of Public Bodies,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm,"4th Floor 9888 Jasper Avenue Edmonton, AB T5J 1P1 ",Chike Unaegbunam ,cunaegbunam@atb.com,,7/5/13,7/8/13
Alberta Urban Municipalities Association,alberta-urban-municipalities-association,ab/alberta-urban-municipalities-association,Municipality ,,,,,Alberta,ocd-division/country:ca/province:ab,Alberta Directory of Public Bodies,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm,"300, 8616 - 51 Avenue Edmonton, AB T6E 6E6 ",Steven Phipps ,sphipps@auma.ca,,7/5/13,7/8/13
Alberta Utilities Commission,alberta-utilities-commission,ab/alberta-utilities-commission,Government - Other ,,,,,Alberta,ocd-division/country:ca/province:ab,Alberta Directory of Public Bodies,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm,"#400, 425 - 1 Street S.W. Calgary, AB T2P 3L8 ",Holly Lee ,holly.lee@auc.ab.ca,,7/5/13,7/8/13
AlbertaUtilities Commission,albertautilities-commission,ab/albertautilities-commission,Government - Other ,,,,,Alberta,ocd-division/country:ca/province:ab,Alberta Directory of Public Bodies,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm,"#400, 425 - 1 St. SW Calgary, AB T2P 3L8 ",Holly Lee ,Holly.Lee@auc.ab.ca,,7/5/13,7/8/13
Alice B. Donahue Library & Archives,alice-b-donahue-library-archives,ab/alice-b-donahue-library-archives,Public Library ,,,,,Alberta,ocd-division/country:ca/province:ab,Alberta Directory of Public Bodies,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm,"PO Box 2099 Athabasca, AB T9S 2B6 ",Cynthia Graefe ,librarian@athabascalibrary.ab.ca,,7/5/13,7/8/13
Alix Public Library,alix-public-library,ab/alix-public-library,Public Library ,,,,,Alberta,ocd-division/country:ca/province:ab,Alberta Directory of Public Bodies,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm,"PO Box 69 Alix, AB T0C 0B0 ",Beth Richardson ,alixpublic@libs.prl.ab.ca,,7/5/13,7/8/13
Allen Gray Continuing Care Centre,allen-gray-continuing-care-centre,ab/allen-gray-continuing-care-centre,Health Care Body ,,,,,Alberta,ocd-division/country:ca/province:ab,Alberta Directory of Public Bodies,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm,"5005 - 28 Avenue Edmonton, AB T6L 7G1 ",Clara Ambard ,cambard@allengray.ab.ca,,7/5/13,7/8/13
Alliance Public Library,alliance-public-library,ab/alliance-public-library,Public Library ,,,,,Alberta,ocd-division/country:ca/province:ab,Alberta Directory of Public Bodies,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm,"PO Box 185 Alliance, AB T0B 0A0 ",Tracy Rombough ,alliancelibrary@libs.prl.ab.ca,,7/5/13,7/8/13
Almadina School Society,almadina-school-society,ab/almadina-school-society,School Jurisdiction ,,,,,Alberta,ocd-division/country:ca/province:ab,Alberta Directory of Public Bodies,http://www.servicealberta.ca/foip/directory-of-public-bodies.cfm,"2031 Sable Drive SE Calgary, AB T2B 1R9 ",Jamal El-Rafih ,jamale@esl-almadina.com,,7/5/13,7/8/13
